Артикул,01.06.2020,01.07.2020,01.08.2020,01.09.2020,01.10.2020,01.11.2020,01.12.2020,01.01.2021,01.02.2021,01.03.2021,01.04.2021,01.05.2021,01.06.2021,01.07.2021,01.08.2021,01.09.2021,01.10.2021,01.11.2021,01.12.2021,01.01.2022,01.02.2022,01.03.2022,01.04.2022,01.05.2022,01.06.2022,01.07.2022,01.08.2022,01.09.2022,01.10.2022,01.11.2022,01.12.2022,01.01.2023,01.02.2023,01.03.2023,01.04.2023,01.05.2023,01.06.2023,01.07.2023,01.08.2023
859,29,5,7,9,9,,,7,10,4,16,20,30,12,13,5,1,4,1,4,5,2,12,19,17,12,1,,,1,,,,,1,7,1,,3
860,3,3,2,,2,2,,,,,6,,2,9,10,,,,2,2,2,,2,,5,2,2,,4,,,,,,4,16,4,,2
861,8,,,,,2,,8,3,4,14,19,20,,2,2,,,2,7,10,3,14,27,6,2,2,,2,,2,2,2,2,8,14,18,4,2
862,7,3,3,1,,,1,,1,1,1,3,10,1,,2,1,,4,2,1,,2,1,1,1,,2,1,6,1,5,,1,,2,5,,1
863,,,,,,,,2,2,4,2,2,2,,1,,,3,,3,,,,,2,,,,,2,,,2,4,,1,4,1,
864,4,,,,,,,,,5,,2,2,3,,,,,,1,1,,,1,2,2,,,,,2,,,,2,9,1,,
865,2,,,,,,,,,,20,1,,,,,,,,4,3,,,4,,2,,,,,,,13,,,25,3,29,4
866,,,,,,,,,,,,,1,,,,,,1,,,,1,,1,3,,,,,,,,,,1,2,4,
867,,,,,,,2,,,,2,5,2,,,2,,,,4,4,,,9,,,,,,,,2,,8,2,4,4,,
868,5,2,2,,,,,,,,3,3,4,3,,1,1,,,2,,,5,5,7,,1,,1,,1,1,,5,1,4,4,3,1
869,6,3,1,,,,,,1,,1,1,1,4,,,,,1,2,1,1,,,,5,,,,,,,,1,1,7,7,1,
870,,3,,,,1,,,,,,2,2,2,,,,,,,,,,,,1,,,,,2,1,,,2,1,1,,
871,,,,,,,,,1,4,2,1,3,,1,,,,,1,2,,2,3,3,,,,,1,1,1,,,5,,1,,3
872,10,10,,,,,,1,2,1,1,,1,2,1,1,,,,1,4,1,2,2,4,3,5,1,,,1,3,,3,4,2,1,,2
873,,1,,,1,3,3,3,3,3,2,,1,,,,1,1,3,6,4,1,2,1,,,4,-1,2,,3,4,2,4,2,,,,
874,4,,,,,,,,,10,2,3,2,,,,,,,,,,2,2,2,,,,,,6,4,2,,2,,4,,2
875,,1,,,,,,,1,4,,1,2,2,1,1,,,,2,4,1,1,,2,,,,,,,6,,,,1,2,,1
876,,,,,,,,,,,,4,2,,6,,,,,1,,,,3,1,,,,,,,,,2,,3,1,,
877,8,3,2,,,,,,5,1,1,,5,6,2,2,,,,3,2,,8,5,12,1,1,,,,1,3,1,6,5,6,1,6,7
878,,21,,,,,,,,,,,15,2,,,,,,,,,20,,,4,,,,,,,,,,50,13,36,
879,1,,,,,,,,,,1,,1,2,,,,,,,1,1,,,1,,,,,,,,1,,4,,1,1,2
880,8,7,1,1,1,1,2,1,12,10,5,15,12,12,,1,,,,2,6,1,8,10,8,7,1,,1,,8,3,,4,9,27,11,,
881,16,10,,8,,,,,,,,9,16,2,4,,,,,,8,,,,,6,6,10,,,,,,8,,,6,,4
882,1,,,,,1,1,,2,1,2,,2,,,2,4,,3,1,2,,5,,5,1,,3,1,1,,1,,,,,,,3
883,1,2,,,1,,,3,,,,,,5,4,1,1,,,1,6,1,,,1,,2,,,,,1,,3,,3,6,,
884,2,1,,2,,,,,,9,,2,3,,1,,,,1,2,6,2,1,2,2,2,1,,,3,1,,3,2,8,3,1,1,1
885,1,,,,,,2,,,5,7,2,1,2,,1,,,,,4,,2,3,2,,1,,,1,,2,1,,5,1,2,1,
886,,,,,,,1,,,,1,,2,2,1,2,1,,2,,,1,1,2,1,1,1,,,,,,,,,5,1,4,
887,13,2,,2,,3,,,7,2,8,15,15,17,3,1,2,1,3,13,4,7,7,2,11,2,1,,,1,6,6,,8,12,12,3,2,
888,29,2,9,5,,,8,12,10,33,50,75,49,7,,4,,,11,32,20,6,29,46,20,7,5,4,,8,24,22,20,75,70,37,17,,4
889,8,4,2,3,,,2,5,6,3,3,4,15,9,3,1,4,4,2,2,6,1,10,19,10,8,4,1,,6,2,8,,,16,14,12,4,
890,2,,,1,,,,,,1,,1,4,1,,1,,,,1,,1,2,,,1,,,,,,,2,3,,,3,1,
891,10,3,1,,,,,,1,2,4,2,18,8,,1,,1,,7,,,7,3,5,3,2,,2,,3,,1,8,2,1,,,
892,10,2,1,,,,,,1,2,4,2,15,5,1,1,,1,,5,,,5,3,4,3,,,2,,3,,1,5,2,3,2,,
893,10,10,14,5,2,19,17,40,38,38,21,10,3,14,8,5,8,10,39,49,54,38,15,2,12,4,8,10,19,7,8,35,84,32,19,12,19,11,8
894,2,,,,,,,1,,4,1,2,,,,,,,,2,3,,,3,2,2,,,2,,,,,,2,1,1,,
895,4,8,,4,,,,,,,26,4,3,6,,,,,,2,6,,4,14,8,4,2,,,,4,6,,14,6,17,4,,
896,,,1,,,,,1,1,,,,,,2,,,,1,,1,,,,,,1,,,,,,,4,,3,1,,
897,8,1,4,10,4,1,1,3,15,6,21,12,16,11,5,5,9,2,7,7,16,4,12,16,6,10,2,1,1,3,9,8,,9,23,13,5,,
898,33,6,,,,,2,,1,16,32,82,83,45,20,18,11,,34,23,30,,82,51,58,6,,,,,21,80,,265,75,268,77,221,40
899,1,1,,,,,2,,,3,5,10,14,2,3,2,,,4,29,20,,5,11,6,3,,,,,22,,,8,14,14,13,60,
900,3,1,,,,,2,,,3,5,10,14,2,3,2,,,4,9,20,,5,8,6,3,20,,,,7,,,7,7,11,10,8,
901,,,,,,,,,,5,3,,3,1,2,2,,,-2,6,8,,2,1,4,,,,,,1,,,,4,9,,,
902,1,,,,2,,,,,3,12,8,14,2,5,,,,1,,1,,,8,7,9,,3,2,,8,,5,13,14,21,2,2,4
903,6,2,,,2,,,,,6,11,9,8,1,,,,,,,1,1,,12,3,4,,3,2,3,,3,,14,4,,,,
904,,,,,,,,,,,2,4,4,,,,,,,,,1,,3,1,,,3,,,,,1,1,,,,1,
905,2,,,,,,,,1,1,,1,4,,,,,,,3,,1,2,,2,,,,,,,1,1,,2,1,2,,
906,,,7,8,,8,,,,,,,,,2,6,,,8,,,,,,,,2,12,,,,,,,3,,,,
907,2,,,,,,,,,1,1,,3,2,1,,,,,2,,,1,1,3,1,,,,,,,,1,1,3,1,,
908,,,,,,,,,1,,3,-1,,,,,,,,,,,1,6,,1,,,,,1,,,,,1,4,,
909,11,-7,,,,,,,13,,4,8,,5,,,,,3,,,,,,6,4,20,,,,,,,,4,5,45,4,
910,21,,,3,8,,5,1,,1,18,23,13,1,2,,,4,2,4,19,16,3,13,4,,4,,,2,5,,5,3,37,17,12,,
911,,,,,,,,,,2,1,,1,1,,1,,1,,,4,,,1,,2,,,,,1,1,,1,2,1,,,
912,2,5,4,,,,,2,2,10,12,5,9,7,3,1,,,4,2,1,2,3,8,7,6,1,1,,5,4,2,1,4,8,10,7,3,
913,1,2,1,,,,,,,,1,1,3,3,1,,,,,1,,3,1,,1,2,,,,,7,,,1,1,1,4,,
914,3,1,,,,,,,,1,,1,2,1,,,,,,1,,,,,,1,,,,,1,2,2,1,,,2,1,
915,2,2,2,,,,,,,,3,4,7,7,1,,,,,1,,3,2,1,4,4,,,,,8,,,3,3,1,4,,
916,6,2,,,,,,,,2,,2,4,,,,,,,,,,,,2,2,,,,,1,,,,1,4,4,1,
917,,,,,,,,,,,,,1,,,,,,,1,,2,,,,1,,,,,,,,4,,,,,
918,,1,1,,,,,,,,1,3,2,5,1,,,,,,,1,1,,1,1,,,,,3,,,1,1,,3,,1
919,2,1,,,,,,,,1,,,2,,,,,,,,,,,,1,1,,,,,,,,,,,3,1,
920,2,3,3,,,,,,,,3,7,11,6,2,,,,,3,2,13,3,,3,9,,,,,21,2,,3,9,,3,,5
921,9,3,,,,,,,,3,,3,6,,,,,,,,,,,,3,3,,,,,3,,,1,,5,5,1,
922,7,58,2,,,,10,1,,2,8,4,13,3,11,,,,1,1,,6,1,7,2,10,,,,,8,5,,12,6,6,5,2,2
923,1,,,,,,,,,2,2,4,3,,,,1,,4,,2,,1,1,2,,,2,,,1,1,,,4,1,,1,
924,,,,,,,,,,,4,,2,,,3,1,,,1,,,1,,,2,3,1,,,,,2,,3,2,3,,
925,24,9,,,,,,,,15,21,39,2,17,7,,,,,28,4,,9,54,10,17,6,,,6,10,,27,9,22,78,12,6,
926,8,2,2,,1,1,,1,7,4,8,10,12,5,1,4,3,3,4,7,12,3,14,18,8,4,1,2,2,,10,6,3,9,9,7,4,1,3
927,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,2,1,
928,13,18,14,15,13,4,7,7,3,5,5,15,13,35,22,10,14,6,3,5,2,6,6,10,7,18,13,15,3,1,1,6,7,5,3,7,16,8,4
929,,10,4,,,,,,10,3,,26,,2,5,,,39,,,43,,21,9,20,,,,,,,,,41,,30,26,2,
930,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,2,2,,1,,
931,2,12,10,,,,2,2,,2,,8,8,2,5,,,,2,6,,,2,4,,6,2,2,2,10,11,2,,2,2,2,,,
932,1,,,,,,,,1,,3,,,,,,,,1,,4,,,,,,,2,,,,3,,,1,,,2,2
933,,2,,,,,,1,1,3,2,,2,,,,,,,3,1,,,,,,1,,,,1,1,,,2,4,1,,
934,7,6,22,8,13,7,4,28,10,31,22,12,10,5,15,4,17,16,20,23,29,13,19,4,9,6,7,7,12,8,4,3,25,35,16,14,8,,2
935,134,13,20,,,45,30,,40,70,119,196,210,105,21,60,10,5,20,109,10,60,144,58,342,30,50,33,,20,98,100,40,136,119,111,59,13,2
936,52,,,,,,,,,,10,25,23,2,40,15,,,,,20,,,,6,,77,,,,2,20,,,40,,20,,
937,1,,,,1,,,,,1,1,1,3,2,,,,,,,3,,,,,4,1,,,,,,,,3,1,4,1,
938,,,,,,,1,,,1,1,1,,,,,,,,,,,2,3,1,,,,,,2,,,,1,1,1,,
939,4,2,,,,,,,1,8,5,8,1,1,2,3,,,2,2,1,1,2,4,,,2,1,,4,3,,,4,7,11,3,1,1
940,1,,,1,,,2,3,6,1,2,2,,4,,,,,,,,2,5,3,2,2,,,,2,6,,,1,,8,1,,
941,18,25,20,19,13,8,,12,14,12,8,,6,11,41,31,3,1,3,2,6,15,,4,,2,13,15,25,,,13,32,29,-4,-2,,10,
942,1,1,2,,,,,1,2,2,5,4,4,1,1,,1,,3,4,14,5,3,4,2,,1,1,,1,1,1,1,2,6,6,,1,
943,,,,,,,,,2,,,,4,,,,,,,,,4,,,2,,,1,,,3,,,,,1,4,,
944,4,1,1,1,,,,,1,,1,3,1,3,,,1,,,1,,,,3,12,,1,1,,,,,,2,2,5,1,,1
945,6,,1,,,,,,,2,2,12,8,3,,,,,1,3,,,4,11,4,,,2,,,1,,1,3,3,3,6,,1
946,7,,1,,4,,1,1,1,,3,1,3,3,2,,1,,,3,,,1,,5,8,1,,,,,1,3,1,8,3,1,,
947,4,1,5,,,,,1,2,4,8,4,10,3,1,,1,,7,4,19,5,3,6,6,,3,1,,3,3,1,1,6,23,9,4,1,1
948,,1,,,,,,,,,,,,,,,,,,1,,3,,1,1,,,,,,,,,1,2,,6,2,
949,,3,,1,,,,,,1,,1,,2,1,,2,1,,1,,,1,3,,5,1,,,,,,5,2,1,1,3,1,
950,4,7,1,,,,,,,2,6,4,6,9,3,,,3,,,5,,4,2,6,8,,,,1,,,,,2,5,2,5,1
951,,,,,,,,1,1,,,,,2,,,,,,2,,1,,1,,1,1,,,,1,,,1,,,4,,
952,,,,,,,,,1,,,,1,,1,,,,,,,,,1,,1,1,,,,,,2,,,,5,1,
953,9,6,3,1,,,1,7,8,25,30,43,51,5,2,,,8,1,22,20,10,20,45,9,11,1,,1,,7,1,12,11,19,24,3,3,2
954,4,1,,1,1,1,,1,4,1,3,3,2,2,1,1,3,1,,,2,,2,7,1,1,,,,3,,1,,-1,4,1,2,1,1
955,15,37,,,,,,,,,,26,19,30,-30,,,,,,,,20,,,4,,,,,,,,,,1,31,15,10
956,3,6,,,,3,,,,,2,8,4,9,1,,,,2,2,,5,,,,8,,,,,,,,7,,6,5,2,
957,6,1,,,,4,,,7,30,13,23,19,,12,3,,,22,14,,,3,47,4,,32,,,,13,-5,,16,,15,4,11,
958,3,,,,,,,12,13,24,12,23,7,,5,4,,,9,17,,,3,28,11,,,,,,,,,3,19,19,15,,
959,6,7,6,2,,,,2,,,,7,5,2,,2,3,,,4,,2,4,,8,7,5,,,,,,6,2,6,4,10,2,
960,4,,,,,,,,,,7,5,6,,,,,2,2,,2,2,6,6,,,,,,,2,2,3,,4,1,,6,
961,2,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,1,,1,1,1,,1
962,9,4,,1,,,,,1,4,2,3,5,6,,,,2,2,3,6,3,1,5,10,,2,,,,1,1,3,1,14,4,1,,
963,2,,,,,,1,4,4,,6,1,,1,2,-1,2,,12,2,6,3,,,2,,1,2,,,2,2,7,5,,,,4,
964,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,3,,,,1,1,
965,12,2,,,,2,,,5,15,4,8,11,3,1,,2,,1,4,13,3,3,1,2,2,2,,,,6,5,,6,18,11,5,2,1
966,7,,2,1,1,,3,1,7,1,11,7,3,2,1,,1,,1,4,1,1,7,7,,4,3,,,,4,2,1,2,9,5,2,,1
967,11,10,4,1,,,2,3,,12,11,21,14,3,4,2,,3,10,6,16,7,3,9,15,7,7,3,6,,3,8,,3,6,15,15,3,
968,,2,,,,,,,,,3,,,,,,,,,,,6,,3,,4,1,,,,,3,,,7,2,1,,
969,,,,,,,2,,,,2,4,2,4,,2,,,,,,,2,2,,2,,,,,2,,,,4,,,2,
970,2,,,,,,,,,6,4,2,2,1,,,1,,2,3,1,,,2,1,,2,2,,,1,,,,3,6,3,3,
971,6,3,,,,3,,,9,20,40,,41,18,8,13,,,-7,34,3,11,,32,1,2,8,,3,,16,1,3,16,21,,24,,
972,4,2,,,,,,,,4,1,,4,2,1,1,,,,3,7,,,1,2,,2,,,,4,,2,,,4,5,,3
973,9,17,11,9,15,13,35,67,86,32,10,11,5,10,19,8,13,18,38,69,71,36,15,,4,4,13,1,26,6,37,49,70,44,13,14,17,2,7
974,1,1,,,,,,1,,4,4,1,1,2,,,,,1,,3,,1,1,,,,,,,,,4,,2,6,2,,
975,,8,,3,,,8,,6,31,16,5,8,8,,,,,8,16,30,-7,18,1,12,,,1,,1,12,,8,18,-5,37,14,10,16
976,,,,2,,,,,1,2,1,3,2,,1,,,,,2,4,,1,1,1,,,1,1,,1,1,,1,3,,4,,
977,4,3,2,,,,,1,,9,6,3,1,,,2,1,,1,1,1,1,2,12,1,,1,,,1,1,,1,,4,6,,,1
978,4,3,2,2,,,,1,1,9,7,3,1,,,2,1,,1,1,1,1,2,12,1,,1,,,,1,,1,,5,6,1,,
979,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,
980,,,,,,2,,,,,1,10,3,,2,,,,2,,,6,,,7,1,,2,,,2,3,,2,2,3,,,1
981,1,1,,1,,,,,,8,,,3,,,1,,,,1,8,,,,,1,,,,,,2,,,2,6,,,
982,2,1,,,,,,1,2,,4,1,,,,2,1,,,,,,,,,,,,,,1,,,,,3,2,,
983,3,2,,,,,1,4,1,,6,4,,,,,,,,6,10,,1,4,1,5,,,,,,,2,2,,4,14,,
984,,,,,,1,,,2,1,1,,3,3,,2,,,,1,,1,,1,-1,1,1,,,,,,,1,4,,,1,
985,,,,,,,,,,,1,2,1,,,2,,,,,,1,,,,1,,,,,,,,1,2,,,,
986,1,1,,1,,,,,,,,1,1,3,,,,,-1,4,3,1,,,,,,1,,,1,,,4,1,3,2,,1
987,2,1,,,,,,,1,,1,1,1,,,,,,,,2,,,1,2,3,,,,,1,1,,2,1,1,,,
988,,,1,,,1,,2,1,,2,,3,,1,1,1,1,,,,,,,1,,,,,1,,,2,,,,2,2,
989,23,3,,1,,,7,,4,5,6,15,14,5,2,2,1,,,,6,1,7,5,6,5,3,,,1,5,,,,19,1,4,5,6
990,36,9,8,17,,2,12,1,14,27,11,44,41,17,6,1,1,3,3,5,32,8,22,12,28,11,7,3,,1,5,1,5,7,4,38,11,3,5
991,,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,3,1,,1,
992,3,4,2,,,1,,,2,,1,1,4,4,1,,,,1,2,2,,1,2,1,4,,,,,1,1,1,1,1,4,1,1,
993,4,1,2,,,,,,,1,1,3,3,1,,1,1,,,2,,2,2,,1,3,3,,,,,,3,,4,2,4,1,
994,,,1,,,,,1,2,1,2,2,3,1,,1,1,1,2,1,1,,2,,,2,2,,,,,4,,2,4,1,1,,
995,,,,,,,,1,,,,,,,,,,1,2,,,,,,2,,1,,1,,,1,,1,1,2,,,
996,,,1,1,,,,2,,1,4,1,2,,,,1,,1,1,2,,1,,,,2,,,,,5,,2,4,,1,,
997,3,1,,3,2,,,,3,,2,,2,2,,,1,,,,3,1,1,,2,2,,,1,1,2,,,,2,4,2,,
998,,,1,,,,,,,,1,1,2,3,,,,,1,4,,1,2,,,1,,,,,2,,,3,,2,,1,1
999,,1,1,,,,,,,6,2,3,1,7,,,,,,,3,,,,1,,,,,,,,,2,,3,11,,
1000,,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,3,,,1,
1001,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,2,2,,
1002,1,,,,,,,,,,,1,3,1,,,,,1,,1,,,,1,,,,,,,1,2,,,1,,,
1003,,1,,,,,,,,,,,2,,,1,,,,,1,1,1,2,2,,,,,,,,,1,1,,2,1,
1004,1,,,,,,,,,1,,2,3,-2,,,,,1,,,,,1,1,,1,,,,,2,,,,2,1,,
1005,2,1,,,,,,,,,,,3,1,,,,,1,,2,,,1,3,1,3,,,,,2,3,,,3,1,2,1
1006,2,2,2,6,6,1,5,10,20,14,2,2,,,5,3,,1,9,5,8,4,2,4,,3,3,1,,2,8,5,9,6,6,1,1,,
1007,6,11,6,15,4,9,21,29,41,28,6,11,3,7,6,2,14,20,21,30,32,10,6,4,5,5,9,8,11,2,6,18,33,28,24,5,4,7,8
1008,94,17,23,7,14,,5,31,52,50,58,56,66,10,2,24,,,4,37,26,6,21,30,27,13,21,8,4,8,16,7,4,72,83,12,11,7,6
1009,55,15,6,2,2,35,2,15,5,35,38,72,23,26,27,6,9,,7,19,,,47,47,15,13,10,6,,,8,20,2,8,71,12,19,13,4
1010,4,3,,,,,,10,21,6,2,23,18,25,3,,,,,7,7,4,12,62,11,9,11,,,,,1,6,17,21,4,15,6,
1011,,1,1,,,,,,,,2,4,1,,,,,,,,6,,,1,,,,,,,,,,2,3,7,,,
1012,15,6,4,,,1,1,2,1,2,12,14,21,12,3,,1,1,3,9,3,6,5,3,8,6,2,,,,12,6,2,3,19,6,3,3,
1013,2,,1,2,,,,,,1,,7,6,1,,1,,2,,1,6,,1,2,,,,1,4,,,2,,2,1,4,3,2,1
1014,1,,,,,1,1,,2,2,7,3,,1,,3,,,-3,1,1,3,4,2,3,,,,,,1,4,2,,1,,10,,5
1015,1,,,,,1,1,,1,3,5,2,,1,,,,,,10,,4,2,2,,,,,,,,,2,1,,1,9,2,1
1016,6,2,2,,2,9,6,13,15,18,8,4,1,3,4,3,2,3,17,13,13,15,2,2,4,3,2,1,2,1,6,8,40,16,7,16,4,3,2
1017,1,,,,,,1,,2,2,2,3,2,,1,,,1,1,4,1,3,1,2,,,,,,,,2,1,,3,5,6,1,
1018,1,1,,,,,1,,2,2,2,2,1,1,1,,,,1,12,3,3,3,2,,,,,,,,2,,,3,,5,5,1
1019,,8,2,1,,,1,1,,3,3,4,13,9,10,,,,1,3,,8,5,6,1,,3,3,,,5,3,6,,10,1,2,,
1020,3,,1,,,,3,5,12,8,6,3,1,5,1,1,,1,3,3,4,2,3,3,7,,,,,,,3,,,,7,7,,
1021,1,,1,,,,,1,,,,6,5,1,,,,1,2,1,,,3,2,,,,,1,,,4,,1,,4,1,,1
1022,4,2,,,,,,,1,1,,,2,2,2,,,,,,,,1,3,1,4,,,,,,,,1,1,,2,3,
1023,3,1,,,,,2,,2,1,,4,,1,,,,,,1,1,,,,,,1,,,,,,,,5,,,,
1024,,1,,,,,2,1,,1,5,1,1,,,1,,,,,,,2,,1,,,1,,2,,1,1,5,2,1,1,,
1025,7,6,5,2,,,,1,4,2,9,11,4,10,5,3,,1,2,2,7,3,1,6,9,8,4,6,1,,1,3,2,11,3,6,1,,
1026,,,1,,1,,,1,1,,1,4,,,,,1,,,1,,,,3,1,,,,,,,,,1,,3,4,,
1027,2,2,4,1,,,,,,1,,4,3,1,,1,2,,,3,,1,2,,3,1,2,,,,,,,1,2,4,5,1,
1028,2,,,,1,4,1,2,3,6,7,9,5,,,2,-1,,2,6,3,1,3,6,5,,3,,,,3,3,2,3,11,8,6,1,
1029,59,26,22,21,,,4,,35,10,27,31,130,15,-10,,2,,12,34,,,8,21,47,84,,,15,,54,,12,77,20,27,4,10,
1030,35,25,2,5,,,,,6,40,51,13,49,5,,,2,,12,11,,,6,8,,5,1,,,10,12,,30,17,32,43,5,4,
1031,1,,1,,,,,1,3,,4,3,2,1,1,,,,,,,,,,1,3,,,,,,,,,7,3,2,,1
1032,2,9,,2,,,3,,,,4,4,11,3,4,3,,,,1,1,,12,9,1,8,,,,,1,,,8,,17,5,6,1
1033,9,10,5,,3,,,,,16,10,3,7,6,2,2,4,,2,,3,2,3,4,6,23,,,,,2,2,,8,3,4,6,,4
1034,21,15,9,,1,,,,,27,19,8,24,31,15,7,7,,18,,8,4,7,11,15,32,,,,,7,10,5,18,8,21,7,4,4
1035,,,,,,,,,1,2,,1,1,,,2,1,,,,2,4,,,2,,,1,2,,1,1,,2,2,-2,,,
1036,2,,,,,,,2,1,1,1,3,2,,1,,,,,1,,2,,3,2,,,,,,,2,1,,1,,,1,1
1037,,,,,,,,,1,2,3,5,,,,,,,,1,,,2,3,1,,,,,,3,,1,,-1,2,5,1,
1038,,,,,,,2,,,1,2,1,,,,1,,1,,,1,,,1,,,1,,,1,,,,1,,1,2,,
1039,1,,1,2,1,,,,3,2,1,1,3,2,,,2,,1,1,2,1,1,2,1,2,1,,,,1,,2,,6,,1,,
1040,,,,,,,,1,2,1,,,,,,,,,3,4,,1,,,,,,,2,,,,6,,,,,,2
1041,5,6,1,,,2,,,1,,1,5,4,8,,,,,1,2,1,,,,,13,,,,,,2,,1,6,3,2,1,
1042,5,4,1,7,2,1,2,1,3,7,6,7,4,6,4,3,2,2,2,5,5,3,2,3,1,9,,1,1,,6,1,2,4,14,1,8,,1
1043,5,7,1,6,,1,2,1,6,6,5,7,5,7,4,5,1,2,2,2,1,2,2,3,2,12,,,,,,,2,,1,1,4,,
1044,1,1,1,,,,,,,5,,1,,4,2,,1,,,,,,,,,2,,,,,,,,,,5,2,3,8
1045,6,1,,,,6,4,,10,8,12,28,16,1,4,,,2,,4,8,8,8,31,8,2,4,,,,9,2,10,6,36,10,8,,
1046,1,2,,2,,,,,3,1,1,,1,1,1,,,,,,4,1,1,1,,,,,,,,,1,3,,,1,,
1047,,1,2,,,,,,,,2,,1,3,1,,,,,,,,,,,,,1,,1,,,,1,4,,,,
1048,,,,,,,1,1,1,,,1,3,-2,,,,,,,1,,,1,2,1,,,,,,,,,2,4,1,,
1049,,,,,,2,,,1,,,,2,7,,,,,,,1,,1,1,,,,,,1,,1,3,1,,2,,,
1050,4,4,4,4,14,2,,6,18,52,18,60,14,18,12,1,6,6,10,34,2,10,28,25,20,20,,2,,10,10,4,30,26,17,30,17,4,
1051,6,,,,,,,2,2,,9,2,3,2,,,,,2,,,,,2,,2,,,,,,,,4,4,12,1,,
1052,,,,,,,3,,,3,3,,5,,,2,,1,,,,1,,3,,1,1,1,1,2,,,,,,1,2,2,1
1053,19,8,7,6,,4,7,8,19,35,12,55,79,15,19,3,8,,15,2,57,14,50,43,22,15,3,,3,10,13,7,27,15,49,51,17,4,
1054,31,3,,3,3,8,,3,6,,,30,13,12,18,,,,,,15,7,24,32,15,9,12,3,7,4,2,2,13,4,45,12,6,,
1055,3,,,3,,,,,,,6,12,9,,,,,,,,,13,9,23,3,,,,,3,8,,2,,15,12,4,,
1056,13,2,4,,,,3,,,1,2,1,4,3,1,2,,,1,2,1,1,2,6,4,2,3,,,,,3,2,4,2,1,,,2
1057,7,8,2,3,2,,,2,,5,7,9,9,18,1,,1,2,,2,9,1,2,3,11,6,2,1,,4,1,1,2,2,10,11,8,,1
1058,2,,,,,,,,,1,4,7,4,2,,,,,1,2,4,5,2,1,1,,,,,2,,,,1,3,,,,
1059,2,,,,,,,1,,2,3,6,5,2,,,,,1,3,4,5,2,1,1,3,,,,2,,,,1,7,1,1,2,
1060,,1,,,,,,,,,,1,,,,,,1,,,1,,,2,,1,,,,,,,1,,1,2,1,,
1061,6,8,2,3,,,,2,,12,12,12,18,4,,2,,4,2,5,,8,4,4,7,6,,2,,,2,,2,14,12,20,9,4,
1062,24,5,5,17,,2,5,3,10,22,5,32,41,9,5,1,1,3,3,7,26,7,15,8,27,7,6,4,,,4,1,5,7,2,27,6,1,
1063,1,,2,3,2,2,,,2,2,4,17,6,5,3,,4,2,1,2,,5,1,1,4,1,,6,2,4,2,2,,3,4,14,12,,
1064,3,3,1,,,,,,1,1,3,2,2,1,,1,,,,1,3,,1,,,2,,,,1,1,2,,1,1,3,2,1,
1065,,,,,,,,,,,2,2,3,,,,,,,,9,,1,,,,,,,,,,1,3,,3,,,
1066,1,,1,,,1,,,,,5,4,6,,,,,,,1,1,,1,4,1,1,1,,,,1,,,2,5,3,,,
1067,11,3,2,4,,2,5,1,8,10,21,24,9,4,3,,,,5,11,20,4,8,11,10,3,4,,,1,10,7,2,7,19,7,8,,3
1068,7,5,,4,,,,,6,2,1,4,10,11,1,7,,3,,,,,2,5,2,6,2,,,,4,2,,5,8,9,6,5,4
1069,14,23,,4,,,,,6,11,1,7,14,35,4,,2,,,9,2,11,2,5,26,9,2,7,,,4,10,,3,2,5,36,11,1
1070,13,20,,5,,,,,6,22,1,7,15,34,6,,2,,,10,3,12,2,5,26,10,,7,,,6,6,,3,2,6,28,14,
1071,,2,,,,,,,,,,,1,1,1,,,,,,3,1,1,1,,,1,,,,,2,1,2,1,,,,
1072,5,6,2,,,,,12,7,23,40,10,62,26,8,,,,12,34,41,18,44,26,12,12,8,,,26,17,,38,30,14,"47,5",2,,
1073,1,,,1,,,,,,1,1,,,2,8,,,,,1,3,3,4,,1,,,,,,3,7,,,8,,,,1
1074,3,5,,,,,,1,,5,2,1,4,,,,,,,1,2,3,1,2,,,2,,1,,2,2,1,,4,2,,,2
1075,4,,,,1,,,,2,1,2,1,1,,1,,1,,,3,,2,1,4,2,1,,,,1,2,,2,1,,,3,1,
1076,3,,,2,,,,1,1,7,,1,,2,,5,,,1,1,2,,,4,,2,1,,1,,,1,1,1,2,3,1,,
1077,,,,1,,,,,,1,1,3,,,2,,1,,,,,,,2,,,,3,,,,,,,1,1,,,
1078,,,,,,,,,1,4,3,1,4,,,1,,,,3,2,,3,3,,,,,,1,1,2,,1,3,,1,1,1
1079,16,,,,,,,,12,8,8,27,8,,,,,15,,16,16,16,,24,,,,8,,,,16,,16,31,,27,,
1080,12,,1,,,1,,10,24,,16,16,25,,8,,,,8,20,16,10,1,,21,,32,,,,,24,18,16,11,24,,12,3
1081,1,1,,2,,,,,,,,,2,5,,,,,,,,,,,,,,,,1,1,1,,2,,2,1,,
